"subject" "activityname" "featJerk" "featMag" "featDomain" "featinstrument" "featvariable" "featacceleration" "axis" "value"
26 "SITTING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.461163210480769
27 "SITTING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.137786404607143
28 "SITTING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.395556013008333
29 "SITTING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.316141399648333
30 "SITTING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.198352274096774
1 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.200891743445377
2 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.292146584169444
3 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.274944499141803
4 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.381629754672321
5 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.3627891674375
6 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.322987468508772
7 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.399430923849057
8 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.264061070601574
9 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.483585083388889
10 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.435456536830682
11 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.284652166240426
12 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.382715515138525
13 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.39087749695614
14 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.415191690138333
15 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.431031032707547
16 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.354508310917949
17 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.254381690557051
18 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.371808463828767
19 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.401207344431507
20 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.319230067544521
21 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.27983280863427
22 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.442741289426849
23 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.404625478352941
24 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.380883866394928
25 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.424370815397973
26 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.402682284790541
27 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.32714990555375
28 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.402749868662209
29 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.319468580845385
30 "STANDING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.272452895244915
1 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.346220131196316
2 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.378758071990678
3 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.262813471929603
4 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.3915595032875
5 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.279699387319643
6 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.361335646188596
7 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.322331410392982
8 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.353532216145833
9 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.468289819980769
10 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.395333788726415
11 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.409886811288839
12 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.367062257108
13 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.405449221902632
14 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.245145888548475
15 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.280584886924074
16 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.423619692745098
17 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.280685213369672
18 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.27285898163125
19 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.374062143740385
20 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.301106322505098
21 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.422106991519231
22 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.352153497423913
23 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.409295771932203
24 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.417766554543103
25 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.447552475316216
26 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.413501031811864
27 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.367883532412281
28 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.304455744886111
29 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.41646072540566
30 "WALKING" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.340587548946154
1 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.393964691919388
2 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.373347290893617
3 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.185691452071429
4 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.396783140715556
5 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.29715622552234
6 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.306681076984375
7 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.27827864015
8 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.261829988005263
9 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.457589911011905
10 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.328089839973684
11 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.413001755951087
12 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.346660116880435
13 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.40769559910234
14 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.203571869663333
15 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.274619181490476
16 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.440202123074468
17 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.291823423490217
18 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.378509192345455
19 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.316126532188974
20 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.297285574558889
21 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.449772908334444
22 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.301887244427222
23 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.362374129601852
24 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.450907920779091
25 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.355786387323276
26 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.262548022858
27 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.321646074151136
28 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.35290008745087
29 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.383169058434375
30 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.323959154337097
1 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.284211017160377
2 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.395593148833333
3 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.201661146831356
4 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.398972510191346
5 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.400524643148936
6 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.29841745390098
7 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.312210744887255
8 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.273673095206098
9 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.466876750678571
10 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.424597840491489
11 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.411376893121296
12 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.338902993586538
13 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.405019746344545
14 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.273710015472222
15 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.306172804423958
16 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.332367261702941
17 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.392492286569167
18 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.426228780699138
19 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.2894242946825
20 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.368651794453922
21 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.421142394508511
22 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.291856045002381
23 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.375450796197059
24 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.301648323968644
25 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.389520889160769
26 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.226392308721455
27 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.338633397441176
28 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.43707159454902
29 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.223450167739796
30 "WALKING_UPSTAIRS" "Jerk" "NA" "Frequence" "Accelerometer" "Mean" "Body" "X" -0.34229862192
1 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2791352624
2 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.28395052025
3 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.258226324983871
4 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277363059259259
5 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.268806066346154
6 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.281234337192982
7 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274192361923077
8 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.269508636111111
9 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.283454325
10 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276275600689655
11 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279386504736842
12 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274498062
13 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.285603804032258
14 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27356893745098
15 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.272685726805556
16 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2726837472
17 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276380940140845
18 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.271280256
19 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.282090778674699
20 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.272995411132353
21 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274535383111111
22 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275378461527778
23 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.272799953111111
24 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274016188152778
25 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.265978246876712
26 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279566189868421
27 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.260766995418919
28 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27800866475
29 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276427027492754
30 "LAYING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275141294985714
1 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.273747409382979
2 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.282866278043478
3 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278756189807692
4 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.268554553
5 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.269317953454545
6 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276948522909091
7 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.281395005416667
8 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.28115494826087
9 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2788644719
10 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279109111296296
11 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278323889811321
12 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.246922123372549
13 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27210444
14 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278957001851852
15 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.265231589152542
16 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.282779215362319
17 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27797343140625
18 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.271672949649123
19 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.265397499821918
20 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.269361782121212
21 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279414905882353
22 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.272071886935484
23 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274942103823529
24 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276224770441176
25 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275591024307692
26 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.272923717179487
27 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.271993389742857
28 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.266948394180556
29 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275613683433333
30 "SITTING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.262291553548387
1 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275725566113208
2 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.26611100937037
3 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275197068196721
4 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277335550357143
5 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276094456232143
6 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274089268175439
7 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277963146037736
8 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276723402962963
9 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.269640117555556
10 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.257645130227273
11 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.266051698723404
12 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.273835156821311
13 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.275115906666667
14 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.270266335666667
15 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279799686792453
16 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.269723545512821
17 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276657643717949
18 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279852590273973
19 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.267261592739726
20 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277209723013699
21 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.283367343370787
22 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.25594279647619
23 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279164158823529
24 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276039652543478
25 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277351517432432
26 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.273898150405405
27 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2636929479375
28 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.259838074544304
29 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.290758065076923
30 "STANDING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.282055254030508
1 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.269715476421053
2 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274140931254237
3 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278030308431034
4 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.282829271333333
5 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.285822140892857
6 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.267012265368421
7 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278394032385965
8 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2813480775
9 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.283094684615385
10 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.254460468113208
11 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.27027602761017
12 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.2793050554
13 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.281953667368421
14 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.258008887864407
15 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.280215256481481
16 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.271446987647059
17 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278559095409836
18 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.29264024125
19 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276019683461538
20 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.291316091039216
21 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277066433269231
22 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276970402173913
23 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276962216440678
24 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276746356206897
25 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.270068638648649
26 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.280185178813559
27 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276220952982456
28 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.277919860555556
29 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274909841132075
30 "WALKING" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.272123316615385
1 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.252843618693878
2 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.270547041510638
3 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.273886132244898
4 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.279232458444444
5 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.280037861808511
6 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274284995208333
7 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.28993303393617
8 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.276250934973684
9 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278816781666667
10 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.285092415
11 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.25197356973913
12 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.278712170869565
13 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.271971006382979
14 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "Mean" "Body" "X" 0.274512358377778
